Name,Title,Total Episodes,Rating (0-10),Genres,Tags,Status,Source,Start Date,End Date,Duration (mins),Studio,Popularity,Description,ImageURL,Link,Note,My rating,Finished?,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7
Mob Psycho 100,Mob Psycho 100,37,8.6,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural","Super Power, Coming of Age, Urban Fantasy, Philosophy, Ghost, Male Protagonist, Shounen, Surreal Comedy, Primarily Teen Cast, Parody, Satire, Urban",Finished,Manga,2016-07-12,2022-12-22,24,bones,615544,"The story revolves around ""Mob,"" a boy who will explode if his emotional capacity reaches 100%. This boy with psychic powers earned his nickname ""Mob"" because he does not stand out among other people. He keeps his psychic powers bottled up so he can live normally, but if his emotional level reaches 100, something will overwhelm his entire body. (Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21507-6YUSbh2m0N1p.jpg,https://anilist.co/anime/21507,Combined 3 TV seasons,8.1,Yes,,,,,,,
Berserk [anilist:33],Berserk,25,8.4,"Action, Adventure, Drama, Fantasy, Horror, Supernatural","Seinen, Swordplay, War, Male Protagonist, Gore, Medieval, Military, Anti-Hero, Found Family, Primarily Adult Cast, Philosophy, Demons",Finished,Manga,1997-10-07,1998-03-31,25,OLM,180532,"Set during a time that very much resembles Europe during the Middle Ages, Berserk is a story of revenge set in the castle town of Midland. Recently, the town has seen the rise of a wicked king, who uses demonic minions to control and victimise his subjects. However, when a lone soldier enters the town calling himself the Black Swordsman and armed to the teeth, many sense that the king's days of unchecked oppression are over. Soon, the Black Swordsman is plying his trade by hunting down the king's evil servants, giving no quarter, and preparing to exact his vengeance on the king. (Source: MVM Entertainment)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx33-PSwfE5B0gejI.jpg,https://anilist.co/anime/33,Forced AniList ID 33; combined 1 TV season,8.1,Yes,,,,,,,
jack of all trades [anilist:187264],"Jack-of-All-Trades, Party of None",12,6.7,"Action, Adventure, Fantasy","Male Protagonist, Magic, Dungeon",Finished,Light Novel,2026-01-01,2026-03-19,24,animation studio42,66567,"Betrayed by his childhood friend and cast out of the Hero Party, Orhun Dura—once their loyal Enchanter—is branded by his former comrades as “a jack-of-all-trades but a master of none.” Alone, he sets out to forge a new path as a solo adventurer. His journey sparks explosive battles, deadly rivals, and unexpected allies—and he’ll rise to shatter every expectation. The ultimate solo comeback begins! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx187264-aOUNQvTriPkX.jpg,https://anilist.co/anime/187264,Forced AniList ID 187264; single AniList entry only,8.1,Yes,,,,,,,
Zom 100,Zom 100: Bucket List of the Dead,12,7.6,"Action, Adventure, Comedy, Horror, Supernatural","Zombie, Post-Apocalyptic, Surreal Comedy, Survival, Male Protagonist, Urban Fantasy, Slapstick, Primarily Adult Cast, Rehabilitation, Tsundere, Seinen, Work",Finished,Manga,2023-07-09,2023-12-26,24,BUG FILMS,235569,"Surviving a zombie apocalypse beats being a wage slave any day! After spending years slaving away for a soul-crushing company, Akira's life has lost its luster. He lives in a trash-filled apartment, his pay is abysmal, and he can't even muster up the nerve to confess his love to his beautiful co-worker. But when a zombie apocalypse ravages his town, it gives him the push he needs to live for himself. Now Akira's on a mission to complete all 100 items on his bucket list before he...well, kicks the bucket. (Source: VIZ Media)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx159831-cJUNqCqzuApc.png,https://anilist.co/anime/159831,Combined 1 TV season,8,Yes,,,,,,,
So I'm a spider so what,"So I'm a Spider, So What?",24,7.2,"Action, Adventure, Comedy, Fantasy, Mystery","Isekai, Reincarnation, Survival, Female Protagonist, Magic, Conspiracy, CGI, Demons, Dungeon",Finished,Light Novel,2021-01-08,2021-07-03,24,"Millepensee, exsa",150957,"I, the protagonist, was just an ordinary high school girl, but suddenly I was reincarnated as a spider monster in a fantasy world. Not only that, but I awakened in a dungeon filled with vicious monsters. Armed with only my human knowledge and my overwhelming positivity, I'm forced to use spiderwebs and traps to defeat far stronger monsters just to stay alive... So begins the labyrinth survival story of a girl with incredible mental strength living as one of the lowest-ranked beasts! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx103632-2wsy9wFUdm1C.jpg,https://anilist.co/anime/103632,Combined 1 TV season,8,Yes,,,,,,,
Good night world,GOOD NIGHT WORLD,12,6.9,"Action, Drama, Fantasy, Psychological","Augmented Reality, Virtual World, Hikikomori, Video Games, Family Life, Denpa, Estranged Family, Male Protagonist",Finished,Manga,2023-10-12,2023-10-12,24,NAZ,27249,"In the online game ""Planet,"" there is a powerful team of four players. This team goes by the name ""The Akabane Family,"" and its members are a pseudo-family that only exists in the game. Although they aren't aware of it, these four players are actually a broken family in real life. A shut-in older brother. A high-achieving younger brother. A father who is not respected by his own children. A mother who neglects her own household. They do not know the warmth of family. They also don't know that the warmth of their online family is only a passing feeling. And most of all, they don't know they are a real family. Centered on the deeds of the Akabane Family in the online game ""Planet,"" the story features battles against monsters, clashes with other guilds, and the machinations surrounding ""Black Bird,"" the final objective of the game. The tale takes a major turn as it entangles the real world and this real family. (Source: Netflix)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx167820-RO0nRXw7fcpu.jpg,https://anilist.co/anime/167820,Combined 1 entry,8,Yes,,,,,,,
A.I.C.O,A.I.C.O. -Incarnation-,12,6.3,"Action, Sci-Fi","Female Protagonist, Military",Finished,Original,2018-03-09,2018-03-09,24,bones,33632,"In Japan in the year 2035, an accident known as the ""Burst"" occurs during a research project, spawning an out-of-control artificial life form called ""Matter"" that has spread throughout the Kurobe Gorge. The research city that was once hailed as the hope for humanity is cordoned off by the government. Two years later, 15-year-old Aiko Tachibana, who lost her family in the Burst, learns something unbelievable from Yuya Kanzaki, a new student at her school. A secret is hidden within her body, and the answer to the puzzle lies at the ""Primary Point"" that was the center of the Burst. When boy meets girl with the fate of humanity in their hands, what new truth will come to light? (Source: Netflix)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx99725-7kukTkRRmgT1.jpg,https://anilist.co/anime/99725,Combined 1 entry,8,Yes,,,,,,,
Kakegurui,Kakegurui,24,7.1,"Drama, Mystery, Psychological","Gambling, Female Protagonist, School, Primarily Female Cast, Primarily Teen Cast, Anti-Hero, Masochism, Ojou-sama, Yandere",Finished,Manga,2017-07-01,2019-03-27,25,MAPPA,450598,"During daylight hours, an exclusive, elite private school prepares its illustrious students for careers in business, politics, and high society. But when darkness falls, the halls of this esteemed establishment transform into an underground gambling den where bright-eyed youngsters learn the timeless art of bluffing, backdoor dealings and social manipulation. In this school for the rich and elite, money is power, and the tyrant of the betting books rules with an iron fist. So when the beautiful Yumeko Jabami upsets the academy hierarchy with her voracious appetite for the thrill of the gamble, the entire student body mobilizes to send her house of cards tumbling down. (Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b98314-TSJykxVwCCQN.jpg,https://anilist.co/anime/98314,Combined 2 TV seasons,8,Yes,,,,,,,
The Red Ranger Becomes an Adventurer in Another World,The Red Ranger Becomes an Adventurer in Another World,12,6.5,"Action, Adventure, Comedy, Fantasy","Super Robot, Parody, Tokusatsu, Isekai, Henshin, Desert, Tsundere, Surreal Comedy, Magic, Shounen, Male Protagonist, Medieval",Finished,Manga,2025-01-12,2025-03-30,24,Satelight,30256,"Togo Asagaki was the Red Ranger in a heroic Ranger squad. During their final battle against an evil organization, he gave his life to guarantee their triumph. But fate had other plans, and he found himself reborn in an entirely different world. Embracing his new role as an adventurer, he transforms into Kizuna Red and continues his pursuit of justice, helping those in need. (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx180052-i29SxOyEBtXB.jpg,https://anilist.co/anime/180052,Combined 1 TV season,8,Yes,,,,,,,
Gods' Games We Play,Gods' Games We Play,13,6.1,"Comedy, Drama, Ecchi, Fantasy, Romance","Female Harem, Male Protagonist, Board Game, Gods, Urban Fantasy",Finished,Light Novel,2024-04-01,2024-06-24,24,LIDENFILMS,42008,"In a world of idle gods, humans are forced into brain challenges with them. With three defeats, humans lose their right to challenge, while 10 victories spell human triumph. Fay, determined to achieve the impossible, enters the ultimate test of wits against the gods. Will he defy divinity or is he just another loss in the making? (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx144176-xM8XAC3oUn5C.jpg,https://anilist.co/anime/144176,Combined 1 TV season,8,Yes,,,,,,,
Go! Go! Loser Ranger!,Go! Go! Loser Ranger!,24,7.1,"Action, Comedy, Drama, Sci-Fi","Urban Fantasy, Monster Boy, Tokusatsu, Anti-Hero, Revenge, Shapeshifting, Espionage, Henshin, Aliens, Survival, Urban, Work",Finished,Manga,2024-04-07,2025-06-29,24,Yostar Pictures,77745,"When the Monster Army invaded Earth thirteen years ago, the Divine Dragon Rangers rose up to stop them! With the war raging on, these great heroes are mankind’s last hope! ...or are they? In truth, the invaders were subjugated within a year, forced to continue to crank out a monster a week for the Rangers to crush in front of their adoring fans! But one monster has had enough. Something has to change! He’ll rebel against the might of the Dragon Rangers and destroy them all...from the inside! (Source: Kodansha USA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx158417-Ii0DOFwNim0A.jpg,https://anilist.co/anime/158417,Combined 2 TV seasons,8,Yes,,,,,,,
eminence in shadow,The Eminence in Shadow,32,8.1,"Action, Comedy, Fantasy","Isekai, Chuunibyou, Male Protagonist, Parody, Magic, Primarily Female Cast, Anti-Hero, Cult, Swordplay, Satire, Reincarnation, Meta",Finished,Light Novel,2022-10-05,2023-12-20,24,Nexus,305196,"Some people just aren’t suited to playing the part of the flashy, in-your-face hero or the dastardly, mustache-twirling villain with larger-than-life panache. Instead, they operate in the shadows and pull the strings of society through wit and cleverness. That’s the role Cid wants to play when he’s transported to another world. Cid spins a yarn or three and becomes the unlikely leader of the underground Shadow Garden organization that fights against a menacing cult (which he totally made up). However, there’s a catch even his wild imagination didn’t see coming: the cult he concocted actually exists, and they’re beyond displeased that his power fantasy just got in the way of their evil plans! (Source: HIDIVE)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx130298-YMdcKHytpWNH.jpg,https://anilist.co/anime/130298,Combined 2 TV seasons,7.9,Yes,,,,,,,
"I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too","I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too",13,6.3,"Action, Adventure, Fantasy, Romance","Male Protagonist, Isekai, Magic, School, Animals, Alternate Universe, Female Harem",Finished,Light Novel,2023-04-04,2023-06-29,24,Millepensee,145628,"All his life, Yuuya has been bullied at school and neglected by his parents. After moving into his late grandfather’s home, he discovers a strange door that seems to be calling out to him. Yuuya opens the door, steps inside, and is suddenly transported to a magical world! This new world holds rare treasures and grants him powerful skills, which he takes back to Earth for a new lease on life.  ",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx153845-C47aoKy7wf19.jpg,https://anilist.co/anime/209980,Combined 2 TV seasons,7.8,Yes,,,,,,,
Cautious Hero: The Hero Is Overpowered but Overly Cautious,Cautious Hero: The Hero Is Overpowered but Overly Cautious,12,7.3,"Action, Adventure, Comedy, Fantasy","Isekai, Parody, Magic, Cultivation, Gods, Female Protagonist, Male Protagonist, Demons, Anti-Hero, Medieval",Finished,Light Novel,2019-10-02,2019-12-27,24,WHITE FOX,196509,"The goddess Rista summons a hero to help her hard mode video game-like world. The hero, Seiya, is exceptional in every way, but he is incredibly cautious to the point of buying three sets of armor (one to wear, a spare, and a spare for the spare) and going full power against weak slimes (just in case).",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx105156-ZVtxISdoUqnY.png,https://anilist.co/anime/105156,Combined 1 TV season,7.8,Yes,,,,,,,
Welcome to Demon School! Iruma-kun,Welcome to Demon School! Iruma-kun,89,7.9,"Comedy, Fantasy, Supernatural","Demons, School, Male Protagonist, Primarily Teen Cast, Magic, Isekai, Found Family, Shounen, Ensemble Cast, Monster Boy, Monster Girl, Mythology",Releasing,Manga,2019-10-05,2023-03-04,25,Bandai Namco Pictures,164924,"Suzuki Iruma has just been abandoned and sold to a demon by his irresponsible parents! Surprisingly, the next thing he knows he's living with the demon who has adopted him as his new grandson, and has been transferred into a school in the demon world where his new ""demon"" grandfather works as the principal. Thus begins the cowardly Iruma-kun's extraordinary school life among the otherworldly as he faces his true self, takes on challenges, and rises to become someone great...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx107693-A9bSSFAMxA6j.jpg,https://anilist.co/anime/107693,Combined 4 TV seasons,7.8,Yes,,,,,,,
Boruto,Boruto: Naruto Next Generations,293,5.7,"Action, Adventure, Fantasy","Shounen, Ninja, Super Power, Male Protagonist, Primarily Child Cast, Swordplay, Battle Royale, Martial Arts",Finished,Manga,2017-04-05,2023-03-26,24,Studio Pierrot,222335,"Naruto was a young shinobi with an incorrigible knack for mischief. He achieved his dream to become the greatest ninja in the village and his face sits atop the Hokage monument. But this is not his story... A new generation of ninja are ready to take the stage, led by Naruto's own son, Boruto! (Source: VIZ Media)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx97938-BnF6M5yTaNB1.jpg,https://anilist.co/anime/97938,Matched AniList ID 97938; single AniList entry only,7.7,Yes,,,,,,,
Terror in resonance,Terror in Resonance,11,7.8,"Drama, Mystery, Psychological, Thriller","Terrorism, Anti-Hero, Detective, Crime, Male Protagonist, Orphan, Urban, Police",Finished,Original,2014-07-11,2014-09-26,23,MAPPA,286058,"Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all. Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth. (Source: MAL Rewrite)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20661-aCR7QgzDfOSI.png,https://anilist.co/anime/20661,Combined 1 TV season,7.6,Yes,,,,,,,
Zodiac war ,JUNI TAISEN：ZODIAC WAR,12,6.2,"Action, Thriller","Battle Royale, Death Game, Ensemble Cast, War, Urban, Martial Arts, Urban Fantasy, Tanned Skin, Orphan, Kemonomimi, Necromancy, Super Power",Finished,Light Novel,2017-10-03,2017-12-19,24,Graphinica,73672,"The record of the bloody battle between the twelve proud warriors— The 12th Twelve Tournament that gets held every twelve years… Twelve brave warriors who bear the names of the signs of the zodiac fight each other for the lives and souls. The participants are twelve very strange warriors: “Rat,” “Ox,” “Tiger,” “Rabbit,” “Dragon,” “Snake,” “Horse,” “Goat,” Monkey,” “Rooster,” “Dog,” and “Pig.” The victor of this tournament gets to have one wish granted, whatever the wish may be. The one wish they want granted— Who will be the final survivor? Whose tears will flow on the bloody battlefield filled with conspiracy and murder? A soul-shaking battle royale is about to begin. (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx98443-1d7qImgzb6Dj.jpg,https://anilist.co/anime/98443,Combined 1 TV season,7.6,Yes,,,,,,,
Uncle from another world,Uncle from Another World,13,7.6,"Adventure, Comedy, Fantasy","Parody, Isekai, Magic, Meta, Male Protagonist, Seinen, Video Games, Primarily Adult Cast, Otaku Culture, Surreal Comedy, Tsundere, Elf",Finished,Manga,2022-07-06,2023-03-08,24,Atelier Pontdarc,130863,"​Seventeen years ago, Takafumi's uncle fell into a coma, but now he's back like a man risen from his grave. Soon, Takafumi discovers two bizarre things: His uncle treasures video games above all else, and, while comatose, he was actually transported to another world as some heroic guardian! Now, not only does Takafumi have to room with an uncle who is literally magical, he also has to catch the guy up on two decades of history—smartphones, high-speed internet, modern anime tropes…and the traumatic outcome of the '90s console war! (Source: Yen Press)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx135806-uhqZSNTYZe04.jpg,https://anilist.co/anime/135806,Combined 1 TV season,7,Yes,,,,,,,
classroom of the elite,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 5th Season,54,7.8,"Drama, Psychological, Mystery","Survival, Boarding School, School, Fugitive, Male Protagonist, Battle Royale, Anti-Hero, Primarily Teen Cast, Philosophy, Ensemble Cast, Heterosexual, Bullying",Not Yet Released,Light Novel,2017-07-12,2026-06-24,24,"KADOKAWA, Lerche",439064,The fifth season of Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e .,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx213477-4dkTR7XrCdXF.jpg,https://anilist.co/anime/213477,Combined 5 TV seasons,,S1 ep4,,,,,,,
Psycho pass,PSYCHO-PASS,41,7.7,"Action, Psychological, Sci-Fi, Thriller","Detective, Police, Crime, Cyberpunk, Urban, Female Protagonist, Philosophy, Primarily Adult Cast, Dystopian, Gore, Augmented Reality, Terrorism",Finished,Original,2012-10-12,2019-12-13,27,"Production I.G, Tatsunoko Production",351604,"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work. Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt. (Source: MAL Rewrite) Note: In the Summer 2014 season, Psycho-Pass was rebroadcast and re-edited to fit into an hour time-slot, ending up in 11 one-hour episodes. This edit included added scenes at the beginni...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx13601-i42VFuHpqEOJ.jpg,https://anilist.co/anime/13601,Combined 3 TV seasons,,S1 ep12,,,,,,,
Soul eater ,Soul Eater,51,7.7,"Action, Adventure, Comedy, Fantasy, Supernatural","Super Power, Ensemble Cast, Shounen, Magic, School, Female Protagonist, Witch, Henshin, Gods, Swordplay, Urban Fantasy",Finished,Manga,2008-04-07,2009-03-30,24,bones,385955,"Set in the Shinigami technical school for weapon meisters, the series revolves around 3 groups of each a weapon meister and a human weapon. Trying to make the latter a ""Death Scythe"" which is the highest title for a weapon and thus fit for use by the Shinigami, they must collect the souls of 99 evil humans and 1 witch. Maka & Soul Eater, Black Star & Tsubaki, and Death the Kid with Patty and Liz Thompson are the characters Soul Eater revolves around. Besides taking the time to gather souls, these students of Shibusen defend Death City from some of the most powerful of creatures while still attending school and trying to become stronger.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx3588-fSMggQoFSbUI.png,https://anilist.co/anime/3588,Combined 1 TV season,,S1 ep30,,,,,,,
Tokyo Revengers,Tokyo Revengers,50,7.6,"Action, Drama, Romance, Supernatural","Revenge, Shounen, Primarily Teen Cast, Gangs, Male Protagonist, Delinquents, Time Manipulation, Primarily Male Cast, Age Regression, Urban, Ensemble Cast, Crime",Not Yet Released,Manga,2021-04-11,2023-12-27,24,LIDENFILMS,439253,"Takemichi Hanagaki is a freelancer that's reached the absolute pits of despair in his life. He finds out that the only girlfriend he ever had in his life that he dated in middle school, Hinata Tachibana, had been killed by the ruthless Tokyo Manji Gang. The day after hearing about her death, he's standing on the station platform and ends up being pushed over onto the tracks by a herd of people. He closes his eyes thinking he's about to die, but when he opens his eyes back up, he somehow had gone back in time 12 years. Now that he's back living the best days of his life, Takemichi decides to get revenge on his life by saving his girlfriend and changing himself that he'd been running away from. (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx120120-cWDmnmeEntSe.jpg,https://anilist.co/anime/120120,Combined 4 TV seasons,,S3 ep1,,,,,,,
Edens zero ,EDENS ZERO,50,7.2,"Action, Adventure, Comedy, Fantasy, Sci-Fi","Space, Shounen, Male Protagonist, Robots, Magic, Ensemble Cast, Super Power, Female Protagonist, Artificial Intelligence",Finished,Manga,2021-04-11,2023-10-01,23,J.C.STAFF,88968,"Eleven months after the grand finale of Fairy Tail, master mangaka Hiro Mashima is back with a great adventure beyond imagination! All the steadfast friendship, crazy fighting, and blue cats you've come to expect... IN SPACE! A young boy gazes up at the sky and sees a streaming bolt of light. The friendly, armor-clad being at his side tells him gently, ""That's a dragon."" The fact that he's joking isn't important. What's important is the look of wonder on the boy's face... and the galaxy-spanning adventure that's about to take place! Join Hiro Mashima (Fairy Tail, Rave Master) once more as he takes to the stars for another thrilling saga! (Source: Crunchyroll) Note: The first two episodes received an online advance screening on March 29. Regular TV broadcast started on April 11, 2021.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx119683-BC4i4dF5DGNO.jpg,https://anilist.co/anime/119683,Combined 2 TV seasons,,s2 ep1,,,,,,,
Daily life immortal king [anilist:114121],The Daily Life of the Immortal King,15,7.3,"Action, Adventure, Comedy, Fantasy","Super Power, Male Protagonist, School, Urban Fantasy, Magic, Parody",Finished,Other,2020-01-18,2020-03-28,18,Haoliners Animation,139291,"Wang Ling is a high school student with a cool and carefree demeanor. Coming off as someone with a very low spiritual force, he actually possesses a power capable of destroying the world at a moment's notice. To mitigate the volatile force within him, his parents have resorted to using an amulet as a temporary solution. However, the amulet weakens over time and Wang Ling's emotions also accelerate its deterioration. Now with the amulet on the verge of breaking, Wang Ling and his father race against time in order to fix it.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx114121-vxWVgIBlBjox.png,https://anilist.co/anime/114121,Forced AniList ID 114121; combined 1 TV season,,S3 ep13,,,,,,,
Goblin slayer,GOBLIN SLAYER,24,7.1,"Action, Adventure, Fantasy","Goblin, Revenge, Gore, Primarily Adult Cast, Female Harem, Nudity, Male Protagonist, Magic, Body Horror",Finished,Light Novel,2018-10-07,2023-12-22,24,"WHITE FOX, LIDENFILMS",298883,"A young priestess has formed her first adventuring party, but almost immediately they find themselves in distress. It's the Goblin Slayer who comes to their rescue--a man who's dedicated his life to the extermination of all goblins, by any means necessary. And when rumors of his feats begin to circulate, there's no telling who might come calling next... (Source: Yen Press)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx101165-v5NwPXWPFDuD.jpg,https://anilist.co/anime/101165,Combined 2 TV seasons,,S2 ep8,,,,,,,
Sword art online,Sword Art Online,96,7.1,"Action, Adventure, Fantasy, Romance, Sci-Fi","Virtual World, Female Protagonist, Heterosexual, Artificial Intelligence, War, Video Games, Male Protagonist, Swordplay, Primarily Teen Cast, Isekai, Primarily Female Cast, Battle Royale",Finished,Light Novel,2012-07-08,2020-09-20,24,A-1 Pictures,707532,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now... (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx11757-SxYDUzdr9rh2.jpg,https://anilist.co/anime/11757,Combined 5 TV seasons,,S2 ep14,,,,,,,
Toriko,Toriko,147,6.9,"Action, Adventure, Comedy, Fantasy","Food, Travel, Animals, Kaiju, Super Power, Survival",Finished,Manga,2011-04-03,2014-03-30,24,Toei Animation,27168,"In the world where the taste and texture of food are very important there is Toriko, a hunter of precious foods regularly hired by restaurants and the rich. A man with inhuman skills to capture the ferocious, evasive and rare animals to complete his ultimate dinner course and then the chef Komatsu, his current accomplice: a weak timid person who was inspired by Toriko's greatness and accompanies him on all his journeys on his quest for the course of his life.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx10033-V7xnlgAVtaVR.jpg,https://anilist.co/anime/10033,Combined 1 TV season,,S1 ep51,,,,,,,
Misfit of the demon king,The Misfit of Demon King Academy: History’s Strongest Demon King Reincarnates and Goes to School with His Descendants,37,6.8,"Action, Comedy, Fantasy","Male Protagonist, Demons, Magic, Reincarnation, School, Super Power, Gods, Religion, Swordplay, Ensemble Cast, Female Harem, Heterosexual",Finished,Light Novel,2020-07-04,2024-07-25,24,SILVER LINK.,262298,"Anos, the Demon King of Tyranny, has defeated humans, spirits, and gods alike. But even demon kings get tired of all the fighting sometimes! Hoping for a more peaceful life, Anos decides to reincarnate himself. When he wakes two thousand years later, though, he finds the world has become too peaceful--his descendants have grown weak and magic is in serious decline. Intending to reclaim his rightful place, he enrolls in Demon King Academy, where he finds that his magical power is off the charts. Literally. And because they can't measure his power, the faculty and other students regard Anos as a misfit. With the support of Misha, the one student he manages to befriend, the misfit (Demon King) begins his climb up the demon ranks! (Source: Square Enix)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx112301-f88Fs2es4pSr.jpg,https://anilist.co/anime/112301,Combined 3 TV seasons,,S2 ep4,,,,,,,
The promised neverland,The Promised Neverland,23,6.8,"Drama, Fantasy, Horror, Mystery, Psychological, Thriller, Action, Adventure","Survival, Primarily Child Cast, Orphan, Tragedy, Fugitive, Found Family, Kaiju, Ensemble Cast, Coming of Age, Female Protagonist",Finished,Manga,2019-01-10,2021-03-26,23,CloverWorks,625009,"Emma, Norman and Ray are the brightest kids at the Grace Field House orphanage. And under the care of the woman they refer to as “Mom,” all the kids have enjoyed a comfortable life. Good food, clean clothes and the perfect environment to learn—what more could an orphan ask for? One day, though, Emma and Norman uncover the dark truth of the outside world they are forbidden from seeing. (Source: VIZ Media)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx101759-8UR7r9MNVpz2.jpg,https://anilist.co/anime/101759,Combined 2 TV seasons,,S2 ep1,,,,,,,
Corpse princess,Corpse Princess: Aka,25,6.8,"Action, Drama, Horror, Supernatural","Demons, Urban Fantasy, Afterlife, Ensemble Cast, Philosophy, Revenge, Female Protagonist, Guns, Shounen",Finished,Manga,2008-10-02,2009-03-26,24,"Gainax, feel.",25785,"After being brutally murdered along with her family, Makina Hoshimura turns into a Shikabane Hime, a living corpse contracted to the Kougon Cult, in order to exert revenge on the mysterious undead organization responsible for her death. She is assisted in this task by Keisei Tagami, her contracted priest and former friend. This series follows the story of Keisei's younger brother Ouri, a boy with an unusual attraction to death, who slowly discovers his brother's secret and gets dragged into the world of the Shikabanes. (Source: Wikipedia, edited)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx4581-RT3vGrNYCVqY.jpg,https://anilist.co/anime/4581,Combined 2 TV seasons,,S1 ep4,,,,,,,
